0.531674	0.162716
0.526811	0.163341
0.483903	0.190009
0.386527	0.283447
0.342523	0.355352
0.292977	0.430028
0.244311	0.520029
0.190568	0.676323
0.179865	0.703169
0.144506	0.788903
0.143450	0.805452
