0,13;295
1e-125;19
0,12;297
7e-39;24
7e-38;27
9e-46;15
9e-47;13
9e-44;12
9e-45;7
9e-42;22
9e-43;18
9e-40;15
9e-41;16
9e-48;18
9e-49;13
1e-68;31
7e-34;32
6e-52;20
6e-53;16
6e-50;23
6e-51;20
6e-56;10
6e-57;13
6e-54;14
6e-55;17
6e-58;13
6e-59;15
4e-25;59
4e-24;54
4e-27;54
4e-26;59
4e-21;69
4e-20;84
4e-23;74
4e-22;63
4e-29;49
4e-28;46
7e-53;15
7e-52;17
7e-51;10
7e-50;11
7e-57;19
7e-56;12
7e-55;10
7e-54;12
0,37;122
0,36;112
7e-59;11
0,34;135
0,33;152
0,32;149
0,31;150
0,30;138
1e-48;46
1e-49;54
1e-46;45
1e-47;58
1e-44;46
1e-45;63
1e-42;60
1e-43;71
1e-40;54
1e-41;69
0,090;35
0,091;32
0,092;43
0,093;40
0,094;45
0,095;40
0,096;33
0,097;36
0,098;27
0,099;38
1e-155;2
1e-154;7
1e-157;6
1e-156;5
3e-39;55
3e-38;54
1e-153;8
1e-152;7
3e-35;66
3e-34;57
3e-37;53
3e-36;67
3e-31;73
3e-30;64
3e-33;49
3e-32;60
7e-153;3
7e-152;3
7e-151;4
7e-150;3
7e-157;1
7e-156;2
7e-155;1
7e-154;2
7e-159;2
7e-158;1
3e-13;169
3e-12;228
1e-175;2
3e-10;269
1e-173;4
1e-172;1
1e-171;1
3e-14;175
8e-138;3
8e-139;5
8e-134;3
8e-135;2
8e-136;2
8e-137;6
8e-130;8
8e-131;5
8e-132;7
8e-133;3
9e-180;2
6,7;139
6,6;130
6,5;145
6,4;151
6,3;150
6,2;151
6,1;144
5e-09;166
5e-06;294
5e-07;245
5e-04;358
5e-05;344
6,9;127
6,8;130
10,0;47
1,00;38
3e-180;3
7e-101;8
9e-73;6
9e-72;8
9e-71;8
9e-70;5
9e-77;7
9e-76;7
9e-75;7
9e-74;3
9e-79;6
9e-78;12
9e-113;11
8e-87;7
8e-86;8
8e-85;6
8e-84;14
8e-83;7
8e-82;6
8e-81;13
8e-80;6
8e-89;9
8e-88;6
9e-138;5
9e-112;4
0,84;65
6e-69;6
6e-68;9
6e-67;10
6e-66;10
6e-65;12
6e-64;15
6e-63;14
6e-62;17
6e-61;15
6e-60;17
6e-85;8
6e-84;15
6e-87;9
6e-86;8
6e-81;7
6e-80;13
6e-83;14
6e-82;9
6e-89;9
6e-88;9
4e-36;40
4e-37;44
4e-34;36
4e-35;45
4e-32;31
4e-33;43
4e-30;48
4e-31;42
4e-38;46
4e-39;50
7e-48;15
7e-49;15
7e-44;23
7e-45;22
7e-46;20
7e-47;15
7e-40;20
7e-41;20
7e-42;27
7e-43;17
1e-79;25
1e-78;29
1e-73;22
1e-72;23
1e-71;29
1e-70;21
1e-77;22
1e-76;27
1e-75;27
1e-74;25
0,069;35
0,068;41
0,065;52
0,064;55
0,067;55
0,066;54
0,061;54
0,060;40
0,063;46
0,062;48
1e-160;6
1e-161;3
1e-162;5
1e-163;7
1e-164;3
1e-165;3
3e-28;69
3e-29;67
3e-26;66
3e-27;67
3e-24;87
3e-25;72
3e-22;91
3e-23;93
3e-20;106
3e-21;71
4e-158;4
4e-159;1
8e-129;6
8e-128;8
8e-123;4
8e-122;5
8e-121;2
8e-120;8
8e-127;6
8e-126;6
8e-125;2
8e-124;6
7,2;123
7,3;135
7,0;132
7,1;133
7,6;123
7,7;111
7,4;142
7,5;132
7,8;131
7,9;122
5e-39;35
5e-38;40
5e-33;17
5e-32;42
5e-31;38
5e-30;40
5e-37;37
5e-36;32
5e-35;26
5e-34;28
7e-87;12
2e-49;64
2e-48;62
2e-45;65
2e-44;65
2e-47;58
2e-46;81
2e-41;81
2e-40;74
2e-43;65
2e-42;79
9e-146;6
9e-68;6
9e-69;7
3e-141;12
9e-64;6
9e-65;7
9e-66;4
9e-67;10
9e-60;10
9e-61;9
9e-62;14
9e-63;6
9e-145;1
9e-143;3
9e-140;4
9e-141;3
3e-06;435
8e-91;8
8e-92;4
8e-93;7
8e-94;10
8e-95;4
8e-96;10
8e-97;7
8e-98;6
8e-99;5
6e-138;4
6e-139;4
6e-136;5
6e-137;5
6e-134;2
6e-135;9
6e-132;10
6e-133;7
6e-130;8
6e-131;8
6e-78;13
6e-79;12
6e-70;5
6e-71;9
6e-72;4
6e-73;9
6e-74;12
6e-75;8
6e-76;7
6e-77;8
6e-96;11
6e-97;11
6e-94;8
6e-95;7
6e-92;8
6e-93;6
6e-90;10
6e-91;10
6e-98;14
6e-99;7
0,15;240
0,14;271
0,17;214
0,16;233
4e-07;309
4e-06;365
4e-05;433
4e-04;475
4e-09;231
4e-08;280
0,19;189
0,18;201
1e-64;33
1e-65;36
1e-66;32
1e-67;21
1e-60;34
1e-61;26
1e-62;40
1e-63;32
7e-31;18
7e-30;28
7e-33;22
7e-32;17
7e-35;27
1e-69;23
7e-37;23
7e-36;23
0,35;123
7e-58;12
0,078;41
0,079;38
0,076;38
0,077;51
0,074;61
0,075;42
0,072;52
0,073;49
0,070;37
0,071;45
3e-19;109
3e-18;111
1e-179;6
1e-178;3
1e-177;4
1e-176;2
3e-11;232
1e-174;8
3e-17;116
3e-16;149
3e-15;131
1e-170;3
5e-108;10
5e-109;10
5e-106;11
5e-107;14
5e-104;16
5e-105;13
5e-102;16
5e-103;20
5e-100;16
5e-101;17
0,100;24
3e-94;21
9e-81;7
1e-151;5
1e-150;10
5e-24;43
5e-25;55
5e-26;32
5e-27;29
5e-20;62
5e-21;47
5e-22;59
5e-23;58
5e-28;43
6e-105;14
6e-104;13
1e-159;5
1e-158;5
6e-109;9
8e-44;19
3e-168;5
3e-169;5
3e-166;1
3e-167;5
3e-164;4
3e-165;4
3e-162;3
3e-163;4
3e-160;2
3e-161;2
2e-58;37
2e-59;47
2e-56;48
2e-57;39
2e-54;47
2e-55;56
2e-52;56
2e-53;48
2e-50;58
2e-51;55
9e-19;33
9e-18;38
9e-11;72
9e-10;95
9e-13;67
9e-12;77
9e-15;42
9e-14;52
9e-17;53
9e-16;57
8e-69;7
8e-68;4
8e-65;2
8e-64;7
8e-67;12
0,85;66
8e-61;8
8e-60;7
8e-63;8
8e-62;12
6e-129;8
6e-128;2
6e-125;10
6e-124;6
6e-127;8
6e-126;5
6e-121;6
0,88;69
6e-123;6
6e-122;6
0,004;588
8e-162;5
8e-149;2
8e-148;2
0,60;97
0,61;89
0,62;81
0,63;106
0,64;71
4e-19;73
0,66;79
0,67;86
0,68;78
0,69;78
