2E-149;8
2E-148;9
2E-147;12
2E-146;5
2E-145;6
2E-144;17
2E-143;10
2E-142;12
2E-141;16
2E-140;7
4,8E-65;7
4,8E-64;2
4,8E-67;6
4,8E-66;9
4,8E-61;6
4,8E-60;2
4,8E-63;6
4,8E-62;5
4,8E-69;9
4,8E-68;4
8,3E-79;1
3E-176;3
3E-71;4
3E-70;10
3E-73;9
3E-72;7
3E-75;7
3E-74;9
3E-77;5
3E-76;4
3E-79;3
3E-78;7
6E-166;2
6,8E-70;3
6,8E-71;3
6,8E-72;1
6,8E-73;2
6,8E-74;2
6,8E-75;5
6,8E-76;6
6,8E-77;3
6,8E-78;2
6,8E-79;2
6,6E-69;2
6,6E-68;3
3E-170;2
5,1E-60;8
3E-173;1
7,7E-29;23
7,7E-28;24
7,7E-21;40
7,7E-20;24
7,7E-23;27
7,7E-22;41
7,7E-25;39
7,7E-24;36
7,7E-27;12
7,7E-26;24
3E-129;6
3E-172;3
7E-144;2
7E-145;1
4,7E-99;4
7E-147;5
7E-140;1
7E-141;2
7E-142;3
7E-143;1
4,7E-93;1
4,7E-92;1
4,7E-91;2
4,7E-90;3
7E-148;2
4,7E-96;3
4,7E-95;1
4,7E-94;6
0,091;302
0,092;265
0,093;287
0,094;280
0,095;287
0,096;301
0,097;264
0,098;278
0,099;280
6,4E-38;17
6,4E-39;14
7E-209;2
7E-208;2
6,4E-30;13
6,4E-31;27
6,4E-32;16
6,4E-33;15
6,4E-34;18
6,4E-35;17
6,4E-36;17
6,4E-37;18
0,0059;254
0,0058;318
0,0053;292
0,0052;306
0,0051;317
0,0057;317
0,0056;295
0,0055;307
0,0054;311
99;1
4E-272;3
4E-271;1
4E-270;1
1,3E+02;9
91;2
90;1
93;3
92;2
95;2
94;3
97;1
96;3
3,2E-64;12
3,2E-65;13
1,5E-74;15
1,5E-75;11
1,5E-72;21
3,2E-61;12
1,5E-70;23
1,5E-71;14
3,2E-68;6
3,2E-69;10
1,5E-78;13
1,5E-79;22
5,6E-61;5
5,9E-83;2
5,9E-82;2
5,9E-81;3
5,9E-80;4
5,9E-87;1
5,9E-86;2
5,9E-85;2
5,9E-84;4
5,9E-89;2
5,9E-88;2
3E-230;3
5,5E-79;6
8E-43;6
3E-231;1
2E-311;1
2E-318;1
8E-41;8
3,1E-89;2
3,1E-88;5
5,1E-74;4
5,1E-72;3
5,1E-73;1
5,1E-70;9
5,1E-71;3
3,1E-81;3
3,1E-80;5
3,1E-83;2
3,1E-82;8
3,1E-85;5
3,1E-84;5
3,1E-87;5
3,1E-86;5
8E-47;8
6,6E-89;1
6,3E-77;3
6,3E-76;4
6,3E-75;2
6,3E-74;3
6,3E-73;3
6,3E-72;2
6,3E-71;4
6,6E-88;2
6,3E-79;1
6,3E-78;3
8E-45;7
8E-44;14
5E-119;6
5E-118;9
9,4E-08;46
9,4E-09;33
9,4E-06;72
9,4E-07;68
5E-117;12
9,4E-05;103
5E-111;13
5E-110;14
5E-113;5
5E-112;7
7,8E-22;29
7,8E-23;27
7,8E-20;34
7,8E-21;27
7,8E-26;27
7,8E-27;24
7,8E-24;33
7,8E-25;40
7,8E-28;21
7,8E-29;16
7,5E-52;5
1E-229;1
1E-228;1
1E-223;2
1E-221;2
1E-227;2
1E-224;1
7,5E-53;6
4,9E-64;5
1,8E-20;106
1,8E-21;138
1,8E-22;131
1,8E-23;110
1,8E-24;149
1,8E-25;119
1,8E-26;118
1,8E-27;87
1,8E-28;69
2,6E-28;58
9,2E-70;4
9,2E-72;2
2E-177;3
9E-102;4
9E-103;8
9E-100;3
9E-101;6
9E-106;8
9,4E-17;28
9E-104;5
9E-105;10
9E-108;3
5E-109;7
9,4E-19;23
6E-29;27
6E-28;30
4,1E-98;3
5E-107;16
6E-23;35
6E-22;32
6E-21;37
6E-20;34
6E-27;25
6E-26;35
6E-25;48
6E-24;35
6E-305;1
6,6E-87;2
5E-95;1
5E-94;3
5E-97;2
5E-96;2
5E-91;4
5E-93;5
5E-92;1
5E-98;1
2,9E-28;45
2,9E-29;57
5E-216;1
2,9E-22;71
2,9E-23;77
2,9E-20;78
2,9E-21;73
2,9E-26;56
2,9E-27;62
2,9E-24;73
2,9E-25;68
2,4E-98;5
2,4E-99;5
2,4E-96;3
2,4E-97;2
2,4E-94;2
2,4E-95;4
2,4E-92;5
2,4E-93;3
2,4E-90;8
2,4E-91;3
8,5E-81;3
8,5E-86;3
8,5E-87;1
1,4E-06;403
1,4E-07;411
1,4E-05;535
8,5E-85;1
3E-190;1
1,4E-08;328
1,4E-09;275
3,3E-87;4
4,6E-74;8
3,3E-85;5
3,3E-84;2
3,3E-83;3
3,3E-82;6
3,3E-81;3
3,3E-80;3
7,4E-75;2
7,4E-74;7
7,4E-77;4
7,4E-76;1
7,4E-71;2
4,6E-76;4
3,3E-89;2
3,3E-88;4
4,6E-77;4
4,6E-70;3
8E-117;5
8,1E-19;25
8,1E-18;22
7,6E-48;9
8,1E-11;43
8,1E-10;35
8,1E-13;40
8,1E-12;44
8,1E-15;34
8,1E-14;34
8,1E-17;34
8,1E-16;34
7,9E-23;37
5,7E-09;77
7,9E-21;33
7,9E-20;29
7,9E-27;26
7,9E-26;23
7,9E-25;29
5,7E-08;79
7,9E-29;20
7,9E-28;19
2E-268;1
2E-129;12
2E-128;12
2E-269;2
2E-121;21
2E-120;22
2E-123;26
2E-122;12
2E-125;9
2E-124;16
2E-127;10
2E-126;20
4,8E-89;5
4,8E-88;1
4,8E-87;2
4,8E-86;4
4,8E-85;4
4,8E-84;4
4,8E-83;3
4,8E-82;5
4,8E-81;3
4,8E-80;4
3,3E-72;1
2,5E+02;4
3E-59;15
3E-58;11
3E-57;17
3E-56;15
3E-55;18
3E-54;21
3E-53;16
3E-52;14
3E-51;13
3E-50;18
6,8E-58;4
6,8E-59;3
6,8E-52;11
6,8E-53;8
6,8E-50;12
6,8E-51;5
6,8E-56;3
6,8E-57;9
6,8E-54;7
6,8E-55;5
1E-235;1
8,6E-83;1
7,7E-43;7
7,7E-42;6
6,1E-86;3
7,7E-40;12
7,7E-47;6
7,7E-46;15
7,7E-45;12
7,7E-44;13
4,7E-97;1
7,7E-49;10
7,7E-48;9
6,1E-88;1
7E-149;1
5E-19;57
5E-18;43
7,3E-25;27
3,1E-60;8
7,3E-24;32
7,3E-27;22
5,2E-68;4
5E-16;63
5E-11;74
5E-10;87
5E-13;58
3,4E-50;14
6,4E-12;45
6,4E-13;44
6,4E-10;63
6,4E-11;57
6,4E-16;39
6,4E-17;27
0,078;321
0,079;309
0,076;303
0,077;319
6,4E-18;41
6,4E-19;30
0,072;359
0,073;324
0,071;344
3E-262;1
7,2E-65;4
3E-267;1
3E-268;2
5,5E+02;1
1,5E-10;224
1,5E-11;199
1,5E-12;210
1,5E-13;195
1,5E-14;171
1,5E-15;172
3,2E-48;18
1,5E-17;144
3,2E-46;16
1,5E-19;118
3,2E-44;24
3,2E-45;18
3,2E-42;20
3,2E-43;26
3,2E-40;26
3,2E-41;32
5,4E-77;3
5,4E-76;1
5,4E-75;2
5,4E-74;2
5,4E-73;2
5,4E-72;4
5,4E-71;8
5,4E-70;4
5,4E-79;6
5,4E-78;5
7,6E-82;3
7,6E-80;1
7,6E-81;2
7,6E-84;2
2,6E-14;118
1,8E-32;77
1,8E-31;82
2,6E-17;84
1,8E-37;66
1,8E-36;53
2,6E-12;118
2,6E-13;112
7E-203;1
7E-202;1
2,4E-14;113
3E-84;2
2,4E-15;118
7E-205;1
3E-85;3
3E-86;1
5,1E-10;73
5,1E-11;74
5,1E-12;68
5,1E-13;54
4,9E-86;1
5,1E-15;49
5,1E-16;39
5,1E-17;60
5,1E-18;48
5,1E-19;50
4,9E-89;2
7E-68;4
3E-81;7
5,2E-51;10
3E-83;9
3,1E-26;63
3,8E-06;187
3,1E-24;77
3E-174;3
9E-05;120
7,5E-93;2
8E-67;6
4,2E-34;34
4,2E-35;25
4,2E-36;26
4,2E-37;24
6,3E-55;6
4,2E-31;25
4,2E-32;35
4,2E-33;38
6,3E-59;8
6,3E-58;12
4,2E-38;33
4,2E-39;14
5E-137;3
5E-136;5
5E-135;5
5E-134;2
5E-133;2
5E-132;4
5E-131;4
5E-130;5
8,3E-65;3
5E-139;7
5E-138;2
9,4E-68;5
9,4E-69;1
9,4E-60;4
9,4E-61;6
9,4E-62;3
9,4E-63;1
9,4E-64;2
9,4E-65;3
9,4E-66;4
9,4E-67;2
4,6E-50;8
8E-60;1
8,8E-90;1
8,8E-91;2
8,8E-94;2
8,8E-96;2
8,8E-97;1
8,8E-98;3
54;1
2,5E-17;97
2,5E-16;91
2,5E-15;103
2,5E-14;100
2,5E-13;115
2,5E-12;127
2,5E-11;135
2,5E-10;163
6,9E-88;1
9,6E-99;1
2,5E-19;73
2,5E-18;83
3,1E+02;5
9E-166;1
1,8E-08;226
1,8E-09;224
9E-179;1
2,6E-43;34
2,6E-42;27
2,6E-41;38
2,6E-40;44
1,8E-06;367
1,8E-07;275
2,6E-45;20
1,8E-05;413
4E-273;2
